Javadoc coverage metrics,terça, 21 nov. 2023 21:43:07 WET
Method,JLOC
"net.sf.freecol.client.gui.Canvas.chooseLocation(Component, int, int, PopupPosition)",9
net.sf.freecol.client.gui.Canvas.closeMainPanel(),3
net.sf.freecol.client.gui.Canvas.closeMenus(),3
net.sf.freecol.client.gui.Canvas.closePanel(String),5
"net.sf.freecol.client.gui.Canvas.createFrame(JMenuBar, Rectangle)",7
net.sf.freecol.client.gui.Canvas.destroyFrame(),3
net.sf.freecol.client.gui.Canvas.dialogAdd(FreeColDialog<?>),5
net.sf.freecol.client.gui.Canvas.dialogRemove(FreeColDialog<?>),5
"net.sf.freecol.client.gui.Canvas.getClearSpace(int, int, int, int, int)",12
net.sf.freecol.client.gui.Canvas.getExistingFreeColDialog(Class<?>),6
net.sf.freecol.client.gui.Canvas.getExistingFreeColPanel(Class<T>),8
net.sf.freecol.client.gui.Canvas.getInternalFrame(Component),8
net.sf.freecol.client.gui.Canvas.getMatchingComponent(Predicate<Component>),6
net.sf.freecol.client.gui.Canvas.getParentFrame(),8
net.sf.freecol.client.gui.Canvas.getSavedPosition(Component),7
net.sf.freecol.client.gui.Canvas.getSavedSize(Component),7
net.sf.freecol.client.gui.Canvas.getShowingPanel(),6
net.sf.freecol.client.gui.Canvas.initializeInGame(),3
net.sf.freecol.client.gui.Canvas.isWindowed(),5
net.sf.freecol.client.gui.Canvas.mainTitle(),3
net.sf.freecol.client.gui.Canvas.mainTitleIfMainPanelIsAlreadyShowing(),0
net.sf.freecol.client.gui.Canvas.nothingShowing(),5
"net.sf.freecol.client.gui.Canvas.notifyClose(Component, JInternalFrame)",7
net.sf.freecol.client.gui.Canvas.paintComponent(Graphics),3
net.sf.freecol.client.gui.Canvas.paintJustTheMapImmediately(),0
"net.sf.freecol.client.gui.Canvas.playVideo(String, boolean, Runnable)",7
net.sf.freecol.client.gui.Canvas.prepareShowingMainMenu(),0
net.sf.freecol.client.gui.Canvas.quit(),3
net.sf.freecol.client.gui.Canvas.remove(Component),3
net.sf.freecol.client.gui.Canvas.removeFromCanvas(Component),6
net.sf.freecol.client.gui.Canvas.removeInGameComponents(),3
net.sf.freecol.client.gui.Canvas.removeKeyAndMouseListeners(),0
net.sf.freecol.client.gui.Canvas.removeMapControls(),5
net.sf.freecol.client.gui.Canvas.resetMenuBar(),3
"net.sf.freecol.client.gui.Canvas.restoreSavedSize(Component, Dimension)",9
"net.sf.freecol.client.gui.Canvas.saveInteger(String, String, int)",9
"net.sf.freecol.client.gui.Canvas.savePosition(Component, Point)",6
"net.sf.freecol.client.gui.Canvas.saveSize(Component, Dimension)",6
"net.sf.freecol.client.gui.Canvas.showFreeColDialog(FreeColDialog<T>, PopupPosition)",9
"net.sf.freecol.client.gui.Canvas.showFreeColPanel(FreeColPanel, PopupPosition, boolean)",9
net.sf.freecol.client.gui.Canvas.showMainPanel(),5
net.sf.freecol.client.gui.Canvas.showMapEditorTransformPanel(),3
net.sf.freecol.client.gui.Canvas.startMapEditorGUI(),3
net.sf.freecol.client.gui.Canvas.toggleFrame(),3
net.sf.freecol.client.gui.Canvas.toggleWindowed(),3
net.sf.freecol.client.gui.Canvas.updateFrameSizesAndPositions(Dimension),0
net.sf.freecol.client.gui.Canvas.updateMenuBar(),3
net.sf.freecol.client.gui.Canvas.updateRepaintTimer(boolean),6
net.sf.freecol.client.gui.Canvas.updateSize(),0
"net.sf.freecol.client.gui.Canvas.viewFreeColDialog(FreeColDialog<T>, PopupPosition)",7
"net.sf.freecol.client.gui.CanvasMapEditorMouseListener.CanvasMapEditorMouseListener(FreeColClient, Scrolling)",5
"net.sf.freecol.client.gui.CanvasMapEditorMouseListener.drawBox(JComponent, Point, Point)",7
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseClicked(MouseEvent),3
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseDragged(MouseEvent),3
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseEntered(MouseEvent),3
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseExited(MouseEvent),3
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseMoved(MouseEvent),3
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mousePressed(MouseEvent),3
net.sf.freecol.client.gui.CanvasMapEditorMouseListener.mouseReleased(MouseEvent),3
net.sf.freecol.client.gui.CanvasMouseListener.CanvasMouseListener(FreeColClient),5
net.sf.freecol.client.gui.CanvasMouseListener.mouseClicked(MouseEvent),3
net.sf.freecol.client.gui.CanvasMouseListener.mouseEntered(MouseEvent),3
net.sf.freecol.client.gui.CanvasMouseListener.mouseExited(MouseEvent),3
net.sf.freecol.client.gui.CanvasMouseListener.mousePressed(MouseEvent),3
net.sf.freecol.client.gui.CanvasMouseListener.mouseReleased(MouseEvent),3
"net.sf.freecol.client.gui.CanvasMouseMotionListener.CanvasMouseMotionListener(FreeColClient, Scrolling)",5
net.sf.freecol.client.gui.CanvasMouseMotionListener.mouseDragged(MouseEvent),3
net.sf.freecol.client.gui.CanvasMouseMotionListener.mouseMoved(MouseEvent),3
"net.sf.freecol.client.gui.ChoiceItem.ChoiceItem(String, T)",7
"net.sf.freecol.client.gui.ChoiceItem.ChoiceItem(String, T, boolean)",8
net.sf.freecol.client.gui.ChoiceItem.ChoiceItem(T),6
net.sf.freecol.client.gui.ChoiceItem.cancelOption(),5
net.sf.freecol.client.gui.ChoiceItem.compareTo(ChoiceItem<T>),3
net.sf.freecol.client.gui.ChoiceItem.defaultOption(),5
net.sf.freecol.client.gui.ChoiceItem.equals(Object),3
net.sf.freecol.client.gui.ChoiceItem.getChoice(),7
net.sf.freecol.client.gui.ChoiceItem.getIcon(),5
net.sf.freecol.client.gui.ChoiceItem.getObject(),5
net.sf.freecol.client.gui.ChoiceItem.hashCode(),3
net.sf.freecol.client.gui.ChoiceItem.isCancel(),5
net.sf.freecol.client.gui.ChoiceItem.isDefault(),5
net.sf.freecol.client.gui.ChoiceItem.isEnabled(),5
net.sf.freecol.client.gui.ChoiceItem.isOK(),5
net.sf.freecol.client.gui.ChoiceItem.okOption(),5
net.sf.freecol.client.gui.ChoiceItem.setEnabled(boolean),6
net.sf.freecol.client.gui.ChoiceItem.setIcon(ImageIcon),6
net.sf.freecol.client.gui.ChoiceItem.toString(),3
net.sf.freecol.client.gui.FontLibrary.createMainFont(String),7
"net.sf.freecol.client.gui.FontLibrary.displayTest(Font, String)",7
net.sf.freecol.client.gui.FontLibrary.getFontKey(FontType),6
net.sf.freecol.client.gui.FontLibrary.getFontScaling(),6
net.sf.freecol.client.gui.FontLibrary.getMainFont(),0
net.sf.freecol.client.gui.FontLibrary.getMainFontSize(),0
net.sf.freecol.client.gui.FontLibrary.getScaledFont(String),8
"net.sf.freecol.client.gui.FontLibrary.getScaledFont(String, String)",9
"net.sf.freecol.client.gui.FontLibrary.getScaledFont(String, float, String)",10
"net.sf.freecol.client.gui.FontLibrary.getScaledSize(Size, float)",7
net.sf.freecol.client.gui.FontLibrary.getUnscaledFont(String),6
"net.sf.freecol.client.gui.FontLibrary.getUnscaledFont(String, String)",21
net.sf.freecol.client.gui.FontLibrary.setMainFontSize(float),0
"net.sf.freecol.client.gui.FontLibrary.tryFont(FontType, String)",7
net.sf.freecol.client.gui.FontTest.testLogicalSerif(),0
net.sf.freecol.client.gui.FrameMotionListener.FrameMotionListener(JInternalFrame),5
net.sf.freecol.client.gui.FrameMotionListener.mouseDragged(MouseEvent),3
net.sf.freecol.client.gui.FrameMotionListener.mousePressed(MouseEvent),3
net.sf.freecol.client.gui.FrameMotionListener.mouseReleased(MouseEvent),3
"net.sf.freecol.client.gui.FreeColFrame.FreeColFrame(FreeColClient, GraphicsDevice, JMenuBar, boolean, Rectangle)",9
net.sf.freecol.client.gui.FreeColFrame.exitFullScreen(),0
net.sf.freecol.client.gui.FreeColFrame.getFrameName(),5
net.sf.freecol.client.gui.FreeColFrame.removeMenuBar(),0
net.sf.freecol.client.gui.FreeColFrame.resetMenuBar(),0
net.sf.freecol.client.gui.FreeColFrame.setMenuBar(FreeColMenuBar),0
net.sf.freecol.client.gui.FreeColFrame.updateMenuBar(),0
"net.sf.freecol.client.gui.FullScreenFrameListener.FullScreenFrameListener(FreeColClient, FreeColFrame)",6
net.sf.freecol.client.gui.FullScreenFrameListener.windowActivated(WindowEvent),5
net.sf.freecol.client.gui.FullScreenFrameListener.windowClosed(WindowEvent),5
net.sf.freecol.client.gui.FullScreenFrameListener.windowClosing(WindowEvent),5
net.sf.freecol.client.gui.FullScreenFrameListener.windowDeactivated(WindowEvent),5
net.sf.freecol.client.gui.FullScreenFrameListener.windowDeiconified(WindowEvent),5
net.sf.freecol.client.gui.FullScreenFrameListener.windowIconified(WindowEvent),5
net.sf.freecol.client.gui.FullScreenFrameListener.windowOpened(WindowEvent),5
net.sf.freecol.client.gui.GUI.GUI(FreeColClient),5
net.sf.freecol.client.gui.GUI.activateGotoPath(),5
"net.sf.freecol.client.gui.GUI.animateUnitAttack(Unit, Unit, Tile, Tile, boolean)",11
"net.sf.freecol.client.gui.GUI.animateUnitMove(Unit, Tile, Tile)",9
net.sf.freecol.client.gui.GUI.canGameChangingModsBeAdded(),3
net.sf.freecol.client.gui.GUI.canZoomInMap(),7
net.sf.freecol.client.gui.GUI.canZoomInMapControls(),7
net.sf.freecol.client.gui.GUI.canZoomOutMap(),7
net.sf.freecol.client.gui.GUI.canZoomOutMapControls(),7
net.sf.freecol.client.gui.GUI.changeView(),5
net.sf.freecol.client.gui.GUI.changeView(MapTransform),7
net.sf.freecol.client.gui.GUI.changeView(Tile),8
"net.sf.freecol.client.gui.GUI.changeView(Unit, boolean)",11
net.sf.freecol.client.gui.GUI.changeWindowedMode(),5
net.sf.freecol.client.gui.GUI.clearGotoPath(),5
"net.sf.freecol.client.gui.GUI.clickAt(int, int, int)",9
net.sf.freecol.client.gui.GUI.closeMainPanel(),5
net.sf.freecol.client.gui.GUI.closeMenus(),7
net.sf.freecol.client.gui.GUI.closePanel(String),7
net.sf.freecol.client.gui.GUI.closeStatusPanel(),6
"net.sf.freecol.client.gui.GUI.confirm(String, String, String)",8
"net.sf.freecol.client.gui.GUI.confirm(StringTemplate, String, String)",8
"net.sf.freecol.client.gui.GUI.confirm(Tile, StringTemplate, GoodsType, String, String)",10
"net.sf.freecol.client.gui.GUI.confirm(Tile, StringTemplate, ImageIcon, String, String)",10
"net.sf.freecol.client.gui.GUI.confirm(Tile, StringTemplate, Settlement, String, String)",10
"net.sf.freecol.client.gui.GUI.confirm(Tile, StringTemplate, Unit, String, String)",10
"net.sf.freecol.client.gui.GUI.confirmAbandonEducation(Unit, boolean)",8
net.sf.freecol.client.gui.GUI.confirmClearTradeRoute(Unit),7
"net.sf.freecol.client.gui.GUI.confirmEuropeanTribute(Unit, Colony, NationSummary)",9
"net.sf.freecol.client.gui.GUI.confirmHostileAction(Unit, Tile)",8
net.sf.freecol.client.gui.GUI.confirmLeaveColony(Unit),8
"net.sf.freecol.client.gui.GUI.confirmNativeTribute(Unit, IndianSettlement)",9
"net.sf.freecol.client.gui.GUI.confirmPreCombat(Unit, Tile)",8
net.sf.freecol.client.gui.GUI.confirmStopGame(),5
"net.sf.freecol.client.gui.GUI.createColonyTileImage(Tile, Colony)",0
"net.sf.freecol.client.gui.GUI.createTileImage(Tile, Player)",0
net.sf.freecol.client.gui.GUI.createTileImageWithBeachBorderAndItems(Tile),0
"net.sf.freecol.client.gui.GUI.displayChat(String, String, Color, boolean)",10
"net.sf.freecol.client.gui.GUI.displayColonyTiles(Graphics2D, Tile[][], Colony)",9
net.sf.freecol.client.gui.GUI.displayObject(FreeColObject),5
"net.sf.freecol.client.gui.GUI.displayStartChat(String, String, boolean)",9
net.sf.freecol.client.gui.GUI.emergencyPurge(),5
net.sf.freecol.client.gui.GUI.enableMapControls(boolean),7
net.sf.freecol.client.gui.GUI.getActiveUnit(),7
net.sf.freecol.client.gui.GUI.getArmedUnitSettlementChoice(Settlement),7
"net.sf.freecol.client.gui.GUI.getBoycottChoice(Goods, Europe)",8
"net.sf.freecol.client.gui.GUI.getBuyChoice(Unit, Settlement, Goods, int, boolean)",10
"net.sf.freecol.client.gui.GUI.getChoice(StringTemplate, String, List<ChoiceItem<T>>)",10
"net.sf.freecol.client.gui.GUI.getChoice(Tile, StringTemplate, GoodsType, String, List<ChoiceItem<T>>)",12
"net.sf.freecol.client.gui.GUI.getChoice(Tile, StringTemplate, ImageIcon, String, List<ChoiceItem<T>>)",12
"net.sf.freecol.client.gui.GUI.getChoice(Tile, StringTemplate, Nation, String, List<ChoiceItem<T>>)",12
"net.sf.freecol.client.gui.GUI.getChoice(Tile, StringTemplate, Settlement, String, List<ChoiceItem<T>>)",12
"net.sf.freecol.client.gui.GUI.getChoice(Tile, StringTemplate, Unit, String, List<ChoiceItem<T>>)",12
"net.sf.freecol.client.gui.GUI.getClaimChoice(Tile, Player, int, Player)",9
net.sf.freecol.client.gui.GUI.getFixedImageLibrary(),7
net.sf.freecol.client.gui.GUI.getFocus(),7
net.sf.freecol.client.gui.GUI.getFocusMapPoint(),6
"net.sf.freecol.client.gui.GUI.getIndianSettlementTradeChoice(Settlement, StringTemplate, boolean, boolean, boolean)",11
"net.sf.freecol.client.gui.GUI.getInput(Tile, StringTemplate, String, String, String)",10
net.sf.freecol.client.gui.GUI.getMapViewDimension(),0
"net.sf.freecol.client.gui.GUI.getMissionaryChoice(Unit, IndianSettlement, boolean, boolean)",11
"net.sf.freecol.client.gui.GUI.getNewColonyName(Player, Tile)",7
net.sf.freecol.client.gui.GUI.getScaledImageLibrary(),5
"net.sf.freecol.client.gui.GUI.getScoutForeignColonyChoice(Colony, Unit, boolean)",8
"net.sf.freecol.client.gui.GUI.getScoutIndianSettlementChoice(IndianSettlement, String)",8
"net.sf.freecol.client.gui.GUI.getScrollDirection(int, int, int, boolean)",10
net.sf.freecol.client.gui.GUI.getSelectedTile(),7
"net.sf.freecol.client.gui.GUI.getSellChoice(Unit, Settlement, Goods, int)",9
net.sf.freecol.client.gui.GUI.getSoundMixerLabelText(),7
net.sf.freecol.client.gui.GUI.getViewMode(),7
net.sf.freecol.client.gui.GUI.installLookAndFeel(String),8
net.sf.freecol.client.gui.GUI.invokeNowOrLater(Runnable),5
net.sf.freecol.client.gui.GUI.invokeNowOrWait(Runnable),5
net.sf.freecol.client.gui.GUI.isClientOptionsDialogShowing(),7
net.sf.freecol.client.gui.GUI.isGotoStarted(),7
net.sf.freecol.client.gui.GUI.isPanelShowing(),7
net.sf.freecol.client.gui.GUI.isWindowed(),7
net.sf.freecol.client.gui.GUI.miniMapToggleFogOfWarControls(),5
net.sf.freecol.client.gui.GUI.miniMapToggleViewControls(),5
net.sf.freecol.client.gui.GUI.paintImmediately(),6
net.sf.freecol.client.gui.GUI.performGoto(Tile),7
"net.sf.freecol.client.gui.GUI.performGoto(int, int)",8
net.sf.freecol.client.gui.GUI.playSound(String),5
"net.sf.freecol.client.gui.GUI.prepareDrag(int, int)",9
net.sf.freecol.client.gui.GUI.prepareShowingMainMenu(),3
net.sf.freecol.client.gui.GUI.quitGUI(),5
"net.sf.freecol.client.gui.GUI.reconnectGUI(Unit, Tile)",9
net.sf.freecol.client.gui.GUI.refresh(),9
net.sf.freecol.client.gui.GUI.refreshGuiUsingClientOptions(),3
net.sf.freecol.client.gui.GUI.refreshPlayersTable(),5
net.sf.freecol.client.gui.GUI.refreshTile(Tile),0
net.sf.freecol.client.gui.GUI.reloadResources(),3
net.sf.freecol.client.gui.GUI.removeComponent(Component),7
net.sf.freecol.client.gui.GUI.removeDialog(FreeColDialog<?>),7
net.sf.freecol.client.gui.GUI.removeInGameComponents(),6
net.sf.freecol.client.gui.GUI.removeTradeRoutePanel(FreeColPanel),8
net.sf.freecol.client.gui.GUI.repaint(),9
net.sf.freecol.client.gui.GUI.resetMapControls(),4
net.sf.freecol.client.gui.GUI.resetMenuBar(),4
net.sf.freecol.client.gui.GUI.resetScrollSpeed(),4
"net.sf.freecol.client.gui.GUI.restoreSavedSize(Component, Dimension)",12
"net.sf.freecol.client.gui.GUI.scrollMap(Direction, boolean)",8
net.sf.freecol.client.gui.GUI.setFocus(Tile),9
net.sf.freecol.client.gui.GUI.setFocusMapPoint(Point),8
net.sf.freecol.client.gui.GUI.setRangedAttackMode(boolean),6
net.sf.freecol.client.gui.GUI.setUnitPath(PathNode),7
net.sf.freecol.client.gui.GUI.showAboutPanel(),5
net.sf.freecol.client.gui.GUI.showBuildQueuePanel(Colony),6
"net.sf.freecol.client.gui.GUI.showCaptureGoodsDialog(Unit, List<Goods>, DialogHandler<List<Goods>>)",7
net.sf.freecol.client.gui.GUI.showChatPanel(),5
"net.sf.freecol.client.gui.GUI.showChooseFoundingFatherDialog(List<FoundingFather>, DialogHandler<FoundingFather>)",6
net.sf.freecol.client.gui.GUI.showClientOptionsDialog(),3
"net.sf.freecol.client.gui.GUI.showColonyPanel(Colony, Unit)",7
net.sf.freecol.client.gui.GUI.showColopediaPanel(String),6
net.sf.freecol.client.gui.GUI.showColorChooserPanel(ActionListener),6
net.sf.freecol.client.gui.GUI.showCompactLabourReport(),5
net.sf.freecol.client.gui.GUI.showCompactLabourReport(UnitData),6
